,date,text,Comment,Word_Tok,CommentAferPreproc,sentiment
10,2021-03-30 23:50:18,b'Lawyers for Huawei CFO Meng Wanzhou told a Canadian court that the U.S. was illegally asserting extraterritorial ju\xe2\x80\xa6 https://t.co/HvEuVRhExa',b'lawyers for huawei cfo meng wanzhou told a canadian court that the u.s. was illegally asserting extraterritorial ju\xe2\x80\xa6 https://t.co/hveuvrhexa',"['b', 'lawyers', 'for', 'huawei', 'cfo', 'meng', 'wanzhou', 'told', 'a', 'canadian', 'court', 'that', 'the', 'u', 's', 'was', 'illegally', 'asserting', 'extraterritorial', 'ju', 'xe2', 'x80', 'xa6', 'https', 't', 'co', 'hveuvrhexa']",b lawyer huawei cfo meng wanzhou told canadian court u illegally asserting extraterritorial ju xe2 x80 xa6 http co hveuvrhexa,Negative
11,2021-03-30 23:49:56,"b'just give a small example. earlier in the US-China Trade War, not a few chinese elites were sympathetic with argume\xe2\x80\xa6 https://t.co/vi3x7OCTRK'","b'just give a small example. earlier in the us-china trade war, not a few chinese elites were sympathetic with argume\xe2\x80\xa6 https://t.co/vi3x7octrk'","['b', 'just', 'give', 'a', 'small', 'example', 'earlier', 'in', 'the', 'us', 'china', 'trade', 'war', 'not', 'a', 'few', 'chinese', 'elites', 'were', 'sympathetic', 'with', 'argume', 'xe2', 'x80', 'xa6', 'https', 't', 'co', 'vi3x7octrk']",b give small example earlier u china trade war chinese elite sympathetic argume xe2 x80 xa6 http co vi3x7octrk,Positive
12,2021-03-30 23:49:10,b'Link:  https://t.co/PvdOtpq9WC',b'link:  https://t.co/pvdotpq9wc',"['b', 'link', 'https', 't', 'co', 'pvdotpq9wc']",b link http co pvdotpq9wc,Neutral
13,2021-03-30 23:48:16,"b'RT @sunlorrie: Um, he threatened the safety of Canadians living in Hong Kong:  China ambassador makes veiled threat to Hong Kong-based Cana\xe2\x80\xa6'","b'rt @sunlorrie: um, he threatened the safety of canadians living in hong kong:  china ambassador makes veiled threat to hong kong-based cana\xe2\x80\xa6'","['b', 'rt', 'sunlorrie', 'um', 'he', 'threatened', 'the', 'safety', 'of', 'canadians', 'living', 'in', 'hong', 'kong', 'china', 'ambassador', 'makes', 'veiled', 'threat', 'to', 'hong', 'kong', 'based', 'cana', 'xe2', 'x80', 'xa6']",b rt sunlorrie um threatened safety canadian living hong kong china ambassador make veiled threat hong kong based cana xe2 x80 xa6,Neutral
14,2021-03-30 23:47:13,"b""This is the most compelling argument by Meng's lawyers, IMO. I'm no legal scholar tho https://t.co/QLtiq2jgYf via @bpolitics""","b""this is the most compelling argument by meng's lawyers, imo. i'm no legal scholar tho https://t.co/qltiq2jgyf via @bpolitics""","['b', 'this', 'is', 'the', 'most', 'compelling', 'argument', 'by', 'meng', 's', 'lawyers', 'imo', 'i', 'm', 'no', 'legal', 'scholar', 'tho', 'https', 't', 'co', 'qltiq2jgyf', 'via', 'bpolitics']",b compelling argument meng lawyer imo legal scholar tho http co qltiq2jgyf via bpolitics,Positive
15,2021-03-30 23:45:44,b'@Winter_bear1997 @BTS_twt Huawei\nI vote #BTS for #StanWorld @BTS_twt',b'@winter_bear1997 @bts_twt huawei\ni vote #bts for #stanworld @bts_twt',"['b', 'winter_bear1997', 'bts_twt', 'huawei', 'ni', 'vote', 'bts', 'for', 'stanworld', 'bts_twt']",b winter_bear1997 bts_twt huawei ni vote bts stanworld bts_twt,Neutral
16,2021-03-30 23:45:36,"b'RT @BrendanCarrFCC: Despite the FCC determining that Huawei, ZTE, and other entities pose national security threats, they can continue to i\xe2\x80\xa6'","b'rt @brendancarrfcc: despite the fcc determining that huawei, zte, and other entities pose national security threats, they can continue to i\xe2\x80\xa6'","['b', 'rt', 'brendancarrfcc', 'despite', 'the', 'fcc', 'determining', 'that', 'huawei', 'zte', 'and', 'other', 'entities', 'pose', 'national', 'security', 'threats', 'they', 'can', 'continue', 'to', 'i', 'xe2', 'x80', 'xa6']",b rt brendancarrfcc despite fcc determining huawei zte entity pose national security threat continue xe2 x80 xa6,Neutral
17,2021-03-30 23:44:55,"b'RT @CE_ChinaEconomy: Chinese telecom giant @Huawei Technologies obtained a payment license after acquiring a digital payment company, Shenz\xe2\x80\xa6'","b'rt @ce_chinaeconomy: chinese telecom giant @huawei technologies obtained a payment license after acquiring a digital payment company, shenz\xe2\x80\xa6'","['b', 'rt', 'ce_chinaeconomy', 'chinese', 'telecom', 'giant', 'huawei', 'technologies', 'obtained', 'a', 'payment', 'license', 'after', 'acquiring', 'a', 'digital', 'payment', 'company', 'shenz', 'xe2', 'x80', 'xa6']",b rt ce_chinaeconomy chinese telecom giant huawei technology obtained payment license acquiring digital payment company shenz xe2 x80 xa6,Neutral
18,2021-03-30 23:44:07,b'huawei\nI vote for #KARD on #StanWorld   \n#\xec\xb9\xb4\xeb\x93\x9c @KARD_Official https://t.co/c1cG7Da0Tx',b'huawei\ni vote for #kard on #stanworld   \n#\xec\xb9\xb4\xeb\x93\x9c @kard_official https://t.co/c1cg7da0tx',"['b', 'huawei', 'ni', 'vote', 'for', 'kard', 'on', 'stanworld', 'n', 'xec', 'xb9', 'xb4', 'xeb', 'x93', 'x9c', 'kard_official', 'https', 't', 'co', 'c1cg7da0tx']",b huawei ni vote kard stanworld n xec xb9 xb4 xeb x93 x9c kard_official http co c1cg7da0tx,Neutral
19,2021-03-30 23:43:20,b'RT @business: Lawyers for Huawei CFO Meng Wanzhou told a Canadian court that the U.S. was illegally asserting extraterritorial jurisdiction\xe2\x80\xa6',b'rt @business: lawyers for huawei cfo meng wanzhou told a canadian court that the u.s. was illegally asserting extraterritorial jurisdiction\xe2\x80\xa6',"['b', 'rt', 'business', 'lawyers', 'for', 'huawei', 'cfo', 'meng', 'wanzhou', 'told', 'a', 'canadian', 'court', 'that', 'the', 'u', 's', 'was', 'illegally', 'asserting', 'extraterritorial', 'jurisdiction', 'xe2', 'x80', 'xa6']",b rt business lawyer huawei cfo meng wanzhou told canadian court u illegally asserting extraterritorial jurisdiction xe2 x80 xa6,Negative
20,2021-03-30 23:42:43,b'RT @2wi22er_: Huawei to released steady business performance in 2020\nThe world\xe2\x80\x99s leading Information and communications technology solution\xe2\x80\xa6',b'rt @2wi22er_: huawei to released steady business performance in 2020\nthe world\xe2\x80\x99s leading information and communications technology solution\xe2\x80\xa6',"['b', 'rt', '2wi22er_', 'huawei', 'to', 'released', 'steady', 'business', 'performance', 'in', '2020', 'nthe', 'world', 'xe2', 'x80', 'x99s', 'leading', 'information', 'and', 'communications', 'technology', 'solution', 'xe2', 'x80', 'xa6']",b rt 2wi22er_ huawei released steady business performance 2020 nthe world xe2 x80 x99s leading information communication technology solution xe2 x80 xa6,Positive
21,2021-03-30 23:42:01,"b'@ZacksJerryRig i desperately need a smartphone, my huawei nova 3i is broken https://t.co/ZnEqDOB1VF'","b'@zacksjerryrig i desperately need a smartphone, my huawei nova 3i is broken https://t.co/zneqdob1vf'","['b', 'zacksjerryrig', 'i', 'desperately', 'need', 'a', 'smartphone', 'my', 'huawei', 'nova', '3i', 'is', 'broken', 'https', 't', 'co', 'zneqdob1vf']",b zacksjerryrig desperately need smartphone huawei nova 3i broken http co zneqdob1vf,Negative
22,2021-03-30 23:40:42,b'@cfc__riz Tbf i never understood why he went to Barca. Just the wrong fit for him tbh. Atleti were a club on the ri\xe2\x80\xa6 https://t.co/amuQuLQwsi',b'@cfc__riz tbf i never understood why he went to barca. just the wrong fit for him tbh. atleti were a club on the ri\xe2\x80\xa6 https://t.co/amuqulqwsi',"['b', 'cfc__riz', 'tbf', 'i', 'never', 'understood', 'why', 'he', 'went', 'to', 'barca', 'just', 'the', 'wrong', 'fit', 'for', 'him', 'tbh', 'atleti', 'were', 'a', 'club', 'on', 'the', 'ri', 'xe2', 'x80', 'xa6', 'https', 't', 'co', 'amuqulqwsi']",b cfc__riz tbf never understood went barca wrong fit tbh atleti club ri xe2 x80 xa6 http co amuqulqwsi,Negative
23,2021-03-30 23:40:03,b'RT @CryptoBoss1984: Another hidden gem find - $MITX at only 64 mil mkt cap. Easy a x5 to x10 coin in a few months\nCompany fundamental are s\xe2\x80\xa6',b'rt @cryptoboss1984: another hidden gem find - $mitx at only 64 mil mkt cap. easy a x5 to x10 coin in a few months\ncompany fundamental are s\xe2\x80\xa6',"['b', 'rt', 'cryptoboss1984', 'another', 'hidden', 'gem', 'find', 'mitx', 'at', 'only', '64', 'mil', 'mkt', 'cap', 'easy', 'a', 'x5', 'to', 'x10', 'coin', 'in', 'a', 'few', 'months', 'ncompany', 'fundamental', 'are', 's', 'xe2', 'x80', 'xa6']",b rt cryptoboss1984 another hidden gem find mitx 64 mil mkt cap easy x5 x10 coin month ncompany fundamental xe2 x80 xa6,Positive
24,2021-03-30 23:39:58,"b'So this case is distinct from the likes of say, huawei (not my current employer) or xilinx, because they say ""there\xe2\x80\xa6 https://t.co/aN2xa8xMqt'","b'so this case is distinct from the likes of say, huawei (not my current employer) or xilinx, because they say ""there\xe2\x80\xa6 https://t.co/an2xa8xmqt'","['b', 'so', 'this', 'case', 'is', 'distinct', 'from', 'the', 'likes', 'of', 'say', 'huawei', 'not', 'my', 'current', 'employer', 'or', 'xilinx', 'because', 'they', 'say', 'there', 'xe2', 'x80', 'xa6', 'https', 't', 'co', 'an2xa8xmqt']",b case distinct like say huawei current employer xilinx say xe2 x80 xa6 http co an2xa8xmqt,Positive
25,2021-03-30 23:39:15,"b'RT @olalakl1: I really hate post this news......\nHuawei graphene transistors and two other core patents revealed, chip speed could be incre\xe2\x80\xa6'","b'rt @olalakl1: i really hate post this news......\nhuawei graphene transistors and two other core patents revealed, chip speed could be incre\xe2\x80\xa6'","['b', 'rt', 'olalakl1', 'i', 'really', 'hate', 'post', 'this', 'news', 'nhuawei', 'graphene', 'transistors', 'and', 'two', 'other', 'core', 'patents', 'revealed', 'chip', 'speed', 'could', 'be', 'incre', 'xe2', 'x80', 'xa6']",b rt olalakl1 really hate post news nhuawei graphene transistor two core patent revealed chip speed could incre xe2 x80 xa6,Negative
26,2021-03-30 23:39:05,b'RT @Uyghur_American: The U.S. FCC commissioner \xe2\x81\xa6@BrendanCarrFCC\xe2\x81\xa9 on Tuesday called for new steps to ensure Huawei &amp; ZTE equipment is barred\xe2\x80\xa6',b'rt @uyghur_american: the u.s. fcc commissioner \xe2\x81\xa6@brendancarrfcc\xe2\x81\xa9 on tuesday called for new steps to ensure huawei &amp; zte equipment is barred\xe2\x80\xa6',"['b', 'rt', 'uyghur_american', 'the', 'u', 's', 'fcc', 'commissioner', 'xe2', 'x81', 'xa6', 'brendancarrfcc', 'xe2', 'x81', 'xa9', 'on', 'tuesday', 'called', 'for', 'new', 'steps', 'to', 'ensure', 'huawei', 'amp', 'zte', 'equipment', 'is', 'barred', 'xe2', 'x80', 'xa6']",b rt uyghur_american u fcc commissioner xe2 x81 xa6 brendancarrfcc xe2 x81 xa9 tuesday called new step ensure huawei amp zte equipment barred xe2 x80 xa6,Positive
27,2021-03-30 23:38:55,b'Check out this amazing SHOOT Mini Flexible Phone Tripod\nGet it for only 9.00\nLink https://t.co/K6fxvLBOh6 SHOOT Min\xe2\x80\xa6 https://t.co/RYzu74k2ap',b'check out this amazing shoot mini flexible phone tripod\nget it for only 9.00\nlink https://t.co/k6fxvlboh6 shoot min\xe2\x80\xa6 https://t.co/ryzu74k2ap',"['b', 'check', 'out', 'this', 'amazing', 'shoot', 'mini', 'flexible', 'phone', 'tripod', 'nget', 'it', 'for', 'only', '9', '00', 'nlink', 'https', 't', 'co', 'k6fxvlboh6', 'shoot', 'min', 'xe2', 'x80', 'xa6', 'https', 't', 'co', 'ryzu74k2ap']",b check amazing shoot mini flexible phone tripod nget 9 00 nlink http co k6fxvlboh6 shoot min xe2 x80 xa6 http co ryzu74k2ap,Positive
28,2021-03-30 23:38:02,b'Xiaomi looks to overtake Huawei https://t.co/IEzKSNPT8l',b'xiaomi looks to overtake huawei https://t.co/iezksnpt8l',"['b', 'xiaomi', 'looks', 'to', 'overtake', 'huawei', 'https', 't', 'co', 'iezksnpt8l']",b xiaomi look overtake huawei http co iezksnpt8l,Neutral
29,2021-03-30 23:36:25,"b""In Nov 2018, Kellner's PPF signed a MoU with Huawei on joint development of 5G. The ink had barely dried on this de\xe2\x80\xa6 https://t.co/5sJfRulveP""","b""in nov 2018, kellner's ppf signed a mou with huawei on joint development of 5g. the ink had barely dried on this de\xe2\x80\xa6 https://t.co/5sjfrulvep""","['b', 'in', 'nov', '2018', 'kellner', 's', 'ppf', 'signed', 'a', 'mou', 'with', 'huawei', 'on', 'joint', 'development', 'of', '5g', 'the', 'ink', 'had', 'barely', 'dried', 'on', 'this', 'de', 'xe2', 'x80', 'xa6', 'https', 't', 'co', '5sjfrulvep']",b nov 2018 kellner ppf signed mou huawei joint development 5g ink barely dried de xe2 x80 xa6 http co 5sjfrulvep,Negative
30,2021-03-30 23:34:20,b'@i95KTH_ @BTS_twt Huawei \xf0\x9f\xa5\xb1\n\nI vote #BTS for #StanWorld @BTS_twt',b'@i95kth_ @bts_twt huawei \xf0\x9f\xa5\xb1\n\ni vote #bts for #stanworld @bts_twt',"['b', 'i95kth_', 'bts_twt', 'huawei', 'xf0', 'x9f', 'xa5', 'xb1', 'n', 'ni', 'vote', 'bts', 'for', 'stanworld', 'bts_twt']",b i95kth_ bts_twt huawei xf0 x9f xa5 xb1 n ni vote bts stanworld bts_twt,Neutral
31,2021-03-30 23:33:28,"b'Xiaomi Mi Mix Fold with up to 16GB RAM, 8.01-inch flexible OLED display launched in China \xe2\x80\x93 Times of India\xe2\x80\xa6 https://t.co/94LKzuH2FE'","b'xiaomi mi mix fold with up to 16gb ram, 8.01-inch flexible oled display launched in china \xe2\x80\x93 times of india\xe2\x80\xa6 https://t.co/94lkzuh2fe'","['b', 'xiaomi', 'mi', 'mix', 'fold', 'with', 'up', 'to', '16gb', 'ram', '8', '01', 'inch', 'flexible', 'oled', 'display', 'launched', 'in', 'china', 'xe2', 'x80', 'x93', 'times', 'of', 'india', 'xe2', 'x80', 'xa6', 'https', 't', 'co', '94lkzuh2fe']",b xiaomi mi mix fold 16gb ram 8 01 inch flexible oled display launched china xe2 x80 x93 time india xe2 x80 xa6 http co 94lkzuh2fe,Neutral
32,2021-03-30 23:32:39,b'@bybangtxn @BTS_twt Huawei \n\nI vote #BTS for #StanWorld \n@BTS_twt',b'@bybangtxn @bts_twt huawei \n\ni vote #bts for #stanworld \n@bts_twt',"['b', 'bybangtxn', 'bts_twt', 'huawei', 'n', 'ni', 'vote', 'bts', 'for', 'stanworld', 'n', 'bts_twt']",b bybangtxn bts_twt huawei n ni vote bts stanworld n bts_twt,Neutral
33,2021-03-30 23:32:22,b'@CHANC4T_ huawei\n I vote #BTS for #StanWorld @BTS_twt',b'@chanc4t_ huawei\n i vote #bts for #stanworld @bts_twt',"['b', 'chanc4t_', 'huawei', 'n', 'i', 'vote', 'bts', 'for', 'stanworld', 'bts_twt']",b chanc4t_ huawei n vote bts stanworld bts_twt,Neutral
34,2021-03-30 23:32:13,b'@bybangtxn @BTS_twt Huawei\n\nI vote #BTS for #StanWorld \n@BTS_twt',b'@bybangtxn @bts_twt huawei\n\ni vote #bts for #stanworld \n@bts_twt',"['b', 'bybangtxn', 'bts_twt', 'huawei', 'n', 'ni', 'vote', 'bts', 'for', 'stanworld', 'n', 'bts_twt']",b bybangtxn bts_twt huawei n ni vote bts stanworld n bts_twt,Neutral
35,2021-03-30 23:32:10,b'@business The obsession with Huawei has exposed the toxic US culture of extraterritorial jurisdiction..\n\nTime for t\xe2\x80\xa6 https://t.co/s6sFoq6ByC',b'@business the obsession with huawei has exposed the toxic us culture of extraterritorial jurisdiction..\n\ntime for t\xe2\x80\xa6 https://t.co/s6sfoq6byc',"['b', 'business', 'the', 'obsession', 'with', 'huawei', 'has', 'exposed', 'the', 'toxic', 'us', 'culture', 'of', 'extraterritorial', 'jurisdiction', 'n', 'ntime', 'for', 't', 'xe2', 'x80', 'xa6', 'https', 't', 'co', 's6sfoq6byc']",b business obsession huawei exposed toxic u culture extraterritorial jurisdiction n ntime xe2 x80 xa6 http co s6sfoq6byc,Neutral
36,2021-03-30 23:31:59,"b'RT @sunlorrie: Um, he threatened the safety of Canadians living in Hong Kong:  China ambassador makes veiled threat to Hong Kong-based Cana\xe2\x80\xa6'","b'rt @sunlorrie: um, he threatened the safety of canadians living in hong kong:  china ambassador makes veiled threat to hong kong-based cana\xe2\x80\xa6'","['b', 'rt', 'sunlorrie', 'um', 'he', 'threatened', 'the', 'safety', 'of', 'canadians', 'living', 'in', 'hong', 'kong', 'china', 'ambassador', 'makes', 'veiled', 'threat', 'to', 'hong', 'kong', 'based', 'cana', 'xe2', 'x80', 'xa6']",b rt sunlorrie um threatened safety canadian living hong kong china ambassador make veiled threat hong kong based cana xe2 x80 xa6,Neutral
37,2021-03-30 23:31:58,b'@bybangtxn @BTS_twt Huawei\n\nI vote #BTS for #StanWorld \n@BTS_twt',b'@bybangtxn @bts_twt huawei\n\ni vote #bts for #stanworld \n@bts_twt',"['b', 'bybangtxn', 'bts_twt', 'huawei', 'n', 'ni', 'vote', 'bts', 'for', 'stanworld', 'n', 'bts_twt']",b bybangtxn bts_twt huawei n ni vote bts stanworld n bts_twt,Neutral
38,2021-03-30 23:31:45,"b'RT @henryfarrell: .\n""When you sanction Huawei, all the other rival players are jumping in to grab the market share it left, and when you im\xe2\x80\xa6'","b'rt @henryfarrell: .\n""when you sanction huawei, all the other rival players are jumping in to grab the market share it left, and when you im\xe2\x80\xa6'","['b', 'rt', 'henryfarrell', 'n', 'when', 'you', 'sanction', 'huawei', 'all', 'the', 'other', 'rival', 'players', 'are', 'jumping', 'in', 'to', 'grab', 'the', 'market', 'share', 'it', 'left', 'and', 'when', 'you', 'im', 'xe2', 'x80', 'xa6']",b rt henryfarrell n sanction huawei rival player jumping grab market share left im xe2 x80 xa6,Neutral
39,2021-03-30 23:31:41,b'@bybangtxn Huawei \n\nI vote #BTS for #StanWorld \n@BTS_twt',b'@bybangtxn huawei \n\ni vote #bts for #stanworld \n@bts_twt',"['b', 'bybangtxn', 'huawei', 'n', 'ni', 'vote', 'bts', 'for', 'stanworld', 'n', 'bts_twt']",b bybangtxn huawei n ni vote bts stanworld n bts_twt,Neutral
40,2021-03-30 23:31:24,b'@HopesiteYJM @BTS_twt Huawei\n\nI vote #BTS for #StanWorld  \n@BTS_twt',b'@hopesiteyjm @bts_twt huawei\n\ni vote #bts for #stanworld  \n@bts_twt',"['b', 'hopesiteyjm', 'bts_twt', 'huawei', 'n', 'ni', 'vote', 'bts', 'for', 'stanworld', 'n', 'bts_twt']",b hopesiteyjm bts_twt huawei n ni vote bts stanworld n bts_twt,Neutral
41,2021-03-30 23:30:56,"b""RT @geoff_p_wade: Australia: Former Huawei board member John Brumby named as new head of Victoria's International Education Advisory Counci\xe2\x80\xa6""","b""rt @geoff_p_wade: australia: former huawei board member john brumby named as new head of victoria's international education advisory counci\xe2\x80\xa6""","['b', 'rt', 'geoff_p_wade', 'australia', 'former', 'huawei', 'board', 'member', 'john', 'brumby', 'named', 'as', 'new', 'head', 'of', 'victoria', 's', 'international', 'education', 'advisory', 'counci', 'xe2', 'x80', 'xa6']",b rt geoff_p_wade australia former huawei board member john brumby named new head victoria international education advisory counci xe2 x80 xa6,Positive
42,2021-03-30 23:30:43,b'FT: Xiaomi looks to overtake Huawei https://t.co/jqkWkQ2Fzf',b'ft: xiaomi looks to overtake huawei https://t.co/jqkwkq2fzf',"['b', 'ft', 'xiaomi', 'looks', 'to', 'overtake', 'huawei', 'https', 't', 'co', 'jqkwkq2fzf']",b ft xiaomi look overtake huawei http co jqkwkq2fzf,Neutral
43,2021-03-30 23:30:40,b'@QuinnyPig @Azure @forrester @awscloud @alibaba_cloud I always thought Alibaba Cloud did a decent job. Huawei on the other hand.....',b'@quinnypig @azure @forrester @awscloud @alibaba_cloud i always thought alibaba cloud did a decent job. huawei on the other hand.....',"['b', 'quinnypig', 'azure', 'forrester', 'awscloud', 'alibaba_cloud', 'i', 'always', 'thought', 'alibaba', 'cloud', 'did', 'a', 'decent', 'job', 'huawei', 'on', 'the', 'other', 'hand']",b quinnypig azure forrester awscloud alibaba_cloud always thought alibaba cloud decent job huawei hand,Positive
