,date,text,Comment,Word_Tok,CommentAferPreproc,sentiment
10,2021-03-19 23:58:27,"b'RT @SamsungIndia: The new Samsung #GalaxyA series has an Awesome 90Hz sAMOLED Screen, Awesome 64MP with OIS* Camera, Awesome Water and Dust\xe2\x80\xa6'","b'rt @samsungindia: the new samsung #galaxya series has an awesome 90hz samoled screen, awesome 64mp with ois* camera, awesome water and dust\xe2\x80\xa6'","['b', 'rt', 'samsungindia', 'the', 'new', 'samsung', 'galaxya', 'series', 'has', 'an', 'awesome', '90hz', 'samoled', 'screen', 'awesome', '64mp', 'with', 'ois', 'camera', 'awesome', 'water', 'and', 'dust', 'xe2', 'x80', 'xa6']",b rt samsungindia new samsung galaxya series awesome 90hz samoled screen awesome 64mp ois camera awesome water dust xe2 x80 xa6,Positive
11,2021-03-19 23:58:26,"b""RT @dome_glass: Best Galaxy S21 Ultra screen protectors to protect your new phone in 2021 https://t.co/FZsEwFi0B2\nThe World's First Tempere\xe2\x80\xa6""","b""rt @dome_glass: best galaxy s21 ultra screen protectors to protect your new phone in 2021 https://t.co/fzsewfi0b2\nthe world's first tempere\xe2\x80\xa6""","['b', 'rt', 'dome_glass', 'best', 'galaxy', 's21', 'ultra', 'screen', 'protectors', 'to', 'protect', 'your', 'new', 'phone', 'in', '2021', 'https', 't', 'co', 'fzsewfi0b2', 'nthe', 'world', 's', 'first', 'tempere', 'xe2', 'x80', 'xa6']",b rt dome_glass best galaxy s21 ultra screen protector protect new phone 2021 http co fzsewfi0b2 nthe world first tempere xe2 x80 xa6,Positive
12,2021-03-19 23:58:23,"b""RT @FromKorea5: Best Galaxy Note 20 and Note 20 Ultra screen protectors via @MoneyWorksMag https://t.co/ZF72xW9Fo3\nThe World's First Temper\xe2\x80\xa6""","b""rt @fromkorea5: best galaxy note 20 and note 20 ultra screen protectors via @moneyworksmag https://t.co/zf72xw9fo3\nthe world's first temper\xe2\x80\xa6""","['b', 'rt', 'fromkorea5', 'best', 'galaxy', 'note', '20', 'and', 'note', '20', 'ultra', 'screen', 'protectors', 'via', 'moneyworksmag', 'https', 't', 'co', 'zf72xw9fo3', 'nthe', 'world', 's', 'first', 'temper', 'xe2', 'x80', 'xa6']",b rt fromkorea5 best galaxy note 20 note 20 ultra screen protector via moneyworksmag http co zf72xw9fo3 nthe world first temper xe2 x80 xa6,Positive
13,2021-03-19 23:58:15,b'@gogoarmys_ @BTS_twt Samsung \ntime ego ?? time ego  !.. &lt;3 time ego ? time ego :D time ego !\xc2\xa1! \xe2\x98\x86 time ego \xe2\x98\x85 time eg\xe2\x80\xa6 https://t.co/n5kEJOrMkQ',b'@gogoarmys_ @bts_twt samsung \ntime ego ?? time ego  !.. &lt;3 time ego ? time ego :d time ego !\xc2\xa1! \xe2\x98\x86 time ego \xe2\x98\x85 time eg\xe2\x80\xa6 https://t.co/n5kejormkq',"['b', 'gogoarmys_', 'bts_twt', 'samsung', 'ntime', 'ego', 'time', 'ego', 'lt', '3', 'time', 'ego', 'time', 'ego', 'd', 'time', 'ego', 'xc2', 'xa1', 'xe2', 'x98', 'x86', 'time', 'ego', 'xe2', 'x98', 'x85', 'time', 'eg', 'xe2', 'x80', 'xa6', 'https', 't', 'co', 'n5kejormkq']",b gogoarmys_ bts_twt samsung ntime ego time ego lt 3 time ego time ego time ego xc2 xa1 xe2 x98 x86 time ego xe2 x98 x85 time eg xe2 x80 xa6 http co n5kejormkq,Neutral
14,2021-03-19 23:58:12,b'RT @EsWhitestone: Visit Amazon Now and Get Free Coupon for S21 Series Tempered Glass\xe2\x9d\x97\xef\xb8\x8f \n\nWe promise you to provide the most reliable &amp; safe\xe2\x80\xa6',b'rt @eswhitestone: visit amazon now and get free coupon for s21 series tempered glass\xe2\x9d\x97\xef\xb8\x8f \n\nwe promise you to provide the most reliable &amp; safe\xe2\x80\xa6',"['b', 'rt', 'eswhitestone', 'visit', 'amazon', 'now', 'and', 'get', 'free', 'coupon', 'for', 's21', 'series', 'tempered', 'glass', 'xe2', 'x9d', 'x97', 'xef', 'xb8', 'x8f', 'n', 'nwe', 'promise', 'you', 'to', 'provide', 'the', 'most', 'reliable', 'amp', 'safe', 'xe2', 'x80', 'xa6']",b rt eswhitestone visit amazon get free coupon s21 series tempered glass xe2 x9d x97 xef xb8 x8f n nwe promise provide reliable amp safe xe2 x80 xa6,Positive
15,2021-03-19 23:58:08,b'Switching from Samsung to galaxy so weird',b'switching from samsung to galaxy so weird',"['b', 'switching', 'from', 'samsung', 'to', 'galaxy', 'so', 'weird']",b switching samsung galaxy weird,Negative
16,2021-03-19 23:57:47,b'@xYati25x @knjnova My samsung keyboard also has the search otpion after you tap the 3 dots https://t.co/E2X9Qlxnk6',b'@xyati25x @knjnova my samsung keyboard also has the search otpion after you tap the 3 dots https://t.co/e2x9qlxnk6',"['b', 'xyati25x', 'knjnova', 'my', 'samsung', 'keyboard', 'also', 'has', 'the', 'search', 'otpion', 'after', 'you', 'tap', 'the', '3', 'dots', 'https', 't', 'co', 'e2x9qlxnk6']",b xyati25x knjnova samsung keyboard also search otpion tap 3 dot http co e2x9qlxnk6,Neutral
17,2021-03-19 23:57:46,"b'Lightning storm fried my TV.. In the market to replace.. \n\nQLED or OLED, LG/Samsung/Sony? \n\nSomething optimized for\xe2\x80\xa6 https://t.co/bP5Xm70FuX'","b'lightning storm fried my tv.. in the market to replace.. \n\nqled or oled, lg/samsung/sony? \n\nsomething optimized for\xe2\x80\xa6 https://t.co/bp5xm70fux'","['b', 'lightning', 'storm', 'fried', 'my', 'tv', 'in', 'the', 'market', 'to', 'replace', 'n', 'nqled', 'or', 'oled', 'lg', 'samsung', 'sony', 'n', 'nsomething', 'optimized', 'for', 'xe2', 'x80', 'xa6', 'https', 't', 'co', 'bp5xm70fux']",b lightning storm fried tv market replace n nqled oled lg samsung sony n nsomething optimized xe2 x80 xa6 http co bp5xm70fux,Neutral
18,2021-03-19 23:57:38,b'RT @taehyungpic: \xf0\x9f\x93\x82 SAMSUNG X #BTS \xf0\x9f\x90\xaf\xf0\x9f\x90\xbb\n\n#\xeb\xb0\xa9\xed\x83\x84\xec\x86\x8c\xeb\x85\x84\xeb\x8b\xa8 #\xeb\xb7\x94 #V #BTSV #TAEHYUNG https://t.co/xAfpBsFRH0',b'rt @taehyungpic: \xf0\x9f\x93\x82 samsung x #bts \xf0\x9f\x90\xaf\xf0\x9f\x90\xbb\n\n#\xeb\xb0\xa9\xed\x83\x84\xec\x86\x8c\xeb\x85\x84\xeb\x8b\xa8 #\xeb\xb7\x94 #v #btsv #taehyung https://t.co/xafpbsfrh0',"['b', 'rt', 'taehyungpic', 'xf0', 'x9f', 'x93', 'x82', 'samsung', 'x', 'bts', 'xf0', 'x9f', 'x90', 'xaf', 'xf0', 'x9f', 'x90', 'xbb', 'n', 'n', 'xeb', 'xb0', 'xa9', 'xed', 'x83', 'x84', 'xec', 'x86', 'x8c', 'xeb', 'x85', 'x84', 'xeb', 'x8b', 'xa8', 'xeb', 'xb7', 'x94', 'v', 'btsv', 'taehyung', 'https', 't', 'co', 'xafpbsfrh0']",b rt taehyungpic xf0 x9f x93 x82 samsung x bts xf0 x9f x90 xaf xf0 x9f x90 xbb n n xeb xb0 xa9 xed x83 x84 xec x86 x8c xeb x85 x84 xeb x8b xa8 xeb xb7 x94 v btsv taehyung http co xafpbsfrh0,Neutral
19,2021-03-19 23:57:30,b'RT @taehyungpic: \xf0\x9f\x93\x82 SAMSUNG X #BTS \xf0\x9f\x90\xaf\xf0\x9f\x90\xbb\n\n#\xeb\xb0\xa9\xed\x83\x84\xec\x86\x8c\xeb\x85\x84\xeb\x8b\xa8 #\xeb\xb7\x94 #V #BTSV #TAEHYUNG https://t.co/xAfpBsFRH0',b'rt @taehyungpic: \xf0\x9f\x93\x82 samsung x #bts \xf0\x9f\x90\xaf\xf0\x9f\x90\xbb\n\n#\xeb\xb0\xa9\xed\x83\x84\xec\x86\x8c\xeb\x85\x84\xeb\x8b\xa8 #\xeb\xb7\x94 #v #btsv #taehyung https://t.co/xafpbsfrh0',"['b', 'rt', 'taehyungpic', 'xf0', 'x9f', 'x93', 'x82', 'samsung', 'x', 'bts', 'xf0', 'x9f', 'x90', 'xaf', 'xf0', 'x9f', 'x90', 'xbb', 'n', 'n', 'xeb', 'xb0', 'xa9', 'xed', 'x83', 'x84', 'xec', 'x86', 'x8c', 'xeb', 'x85', 'x84', 'xeb', 'x8b', 'xa8', 'xeb', 'xb7', 'x94', 'v', 'btsv', 'taehyung', 'https', 't', 'co', 'xafpbsfrh0']",b rt taehyungpic xf0 x9f x93 x82 samsung x bts xf0 x9f x90 xaf xf0 x9f x90 xbb n n xeb xb0 xa9 xed x83 x84 xec x86 x8c xeb x85 x84 xeb x8b xa8 xeb xb7 x94 v btsv taehyung http co xafpbsfrh0,Neutral
20,2021-03-19 23:57:27,b'RT @taehyungpic: \xf0\x9f\x93\x82 SAMSUNG X #BTS \xf0\x9f\x90\xaf\xf0\x9f\x90\xbb\n\n#\xeb\xb0\xa9\xed\x83\x84\xec\x86\x8c\xeb\x85\x84\xeb\x8b\xa8 #\xeb\xb7\x94 #V #BTSV #TAEHYUNG https://t.co/xAfpBsFRH0',b'rt @taehyungpic: \xf0\x9f\x93\x82 samsung x #bts \xf0\x9f\x90\xaf\xf0\x9f\x90\xbb\n\n#\xeb\xb0\xa9\xed\x83\x84\xec\x86\x8c\xeb\x85\x84\xeb\x8b\xa8 #\xeb\xb7\x94 #v #btsv #taehyung https://t.co/xafpbsfrh0',"['b', 'rt', 'taehyungpic', 'xf0', 'x9f', 'x93', 'x82', 'samsung', 'x', 'bts', 'xf0', 'x9f', 'x90', 'xaf', 'xf0', 'x9f', 'x90', 'xbb', 'n', 'n', 'xeb', 'xb0', 'xa9', 'xed', 'x83', 'x84', 'xec', 'x86', 'x8c', 'xeb', 'x85', 'x84', 'xeb', 'x8b', 'xa8', 'xeb', 'xb7', 'x94', 'v', 'btsv', 'taehyung', 'https', 't', 'co', 'xafpbsfrh0']",b rt taehyungpic xf0 x9f x93 x82 samsung x bts xf0 x9f x90 xaf xf0 x9f x90 xbb n n xeb xb0 xa9 xed x83 x84 xec x86 x8c xeb x85 x84 xeb x8b xa8 xeb xb7 x94 v btsv taehyung http co xafpbsfrh0,Neutral
21,2021-03-19 23:57:23,b'@savvy6k @TabzGTV @FNCompetitive @SamsungMobileUS They partnered with samsung so yeah',b'@savvy6k @tabzgtv @fncompetitive @samsungmobileus they partnered with samsung so yeah',"['b', 'savvy6k', 'tabzgtv', 'fncompetitive', 'samsungmobileus', 'they', 'partnered', 'with', 'samsung', 'so', 'yeah']",b savvy6k tabzgtv fncompetitive samsungmobileus partnered samsung yeah,Neutral
22,2021-03-19 23:57:12,b'RT @MacRumors: iPhone Production May Face Disruptions Due to OLED Display Chip Shortage https://t.co/mZOwDPOTwZ by @SamiFathi_ https://t.co\xe2\x80\xa6',b'rt @macrumors: iphone production may face disruptions due to oled display chip shortage https://t.co/mzowdpotwz by @samifathi_ https://t.co\xe2\x80\xa6',"['b', 'rt', 'macrumors', 'iphone', 'production', 'may', 'face', 'disruptions', 'due', 'to', 'oled', 'display', 'chip', 'shortage', 'https', 't', 'co', 'mzowdpotwz', 'by', 'samifathi_', 'https', 't', 'co', 'xe2', 'x80', 'xa6']",b rt macrumors iphone production may face disruption due oled display chip shortage http co mzowdpotwz samifathi_ http co xe2 x80 xa6,Negative
23,2021-03-19 23:56:33,b'RT @taehyungpic: \xf0\x9f\x93\x82 SAMSUNG X #BTS \xf0\x9f\x90\xaf\xf0\x9f\x90\xbb\n\n#\xeb\xb0\xa9\xed\x83\x84\xec\x86\x8c\xeb\x85\x84\xeb\x8b\xa8 #\xeb\xb7\x94 #V #BTSV #TAEHYUNG https://t.co/xAfpBsFRH0',b'rt @taehyungpic: \xf0\x9f\x93\x82 samsung x #bts \xf0\x9f\x90\xaf\xf0\x9f\x90\xbb\n\n#\xeb\xb0\xa9\xed\x83\x84\xec\x86\x8c\xeb\x85\x84\xeb\x8b\xa8 #\xeb\xb7\x94 #v #btsv #taehyung https://t.co/xafpbsfrh0',"['b', 'rt', 'taehyungpic', 'xf0', 'x9f', 'x93', 'x82', 'samsung', 'x', 'bts', 'xf0', 'x9f', 'x90', 'xaf', 'xf0', 'x9f', 'x90', 'xbb', 'n', 'n', 'xeb', 'xb0', 'xa9', 'xed', 'x83', 'x84', 'xec', 'x86', 'x8c', 'xeb', 'x85', 'x84', 'xeb', 'x8b', 'xa8', 'xeb', 'xb7', 'x94', 'v', 'btsv', 'taehyung', 'https', 't', 'co', 'xafpbsfrh0']",b rt taehyungpic xf0 x9f x93 x82 samsung x bts xf0 x9f x90 xaf xf0 x9f x90 xbb n n xeb xb0 xa9 xed x83 x84 xec x86 x8c xeb x85 x84 xeb x8b xa8 xeb xb7 x94 v btsv taehyung http co xafpbsfrh0,Neutral
24,2021-03-19 23:56:22,"b""RT @dev_discourse: Samsung's Lee receives appendix surgery during detention -Yonhap https://t.co/nKZ9lzEZok""","b""rt @dev_discourse: samsung's lee receives appendix surgery during detention -yonhap https://t.co/nkz9lzezok""","['b', 'rt', 'dev_discourse', 'samsung', 's', 'lee', 'receives', 'appendix', 'surgery', 'during', 'detention', 'yonhap', 'https', 't', 'co', 'nkz9lzezok']",b rt dev_discourse samsung lee receives appendix surgery detention yonhap http co nkz9lzezok,Neutral
25,2021-03-19 23:56:14,b'RT @goldmart_ph: #GoldMartFinds \nBTS || WTS LFB \n\nSummer Package 2018 \nABV3 \nSamsung Wireless Charger \nBoyfriend Set \nCold Brew Set \n6th ar\xe2\x80\xa6',b'rt @goldmart_ph: #goldmartfinds \nbts || wts lfb \n\nsummer package 2018 \nabv3 \nsamsung wireless charger \nboyfriend set \ncold brew set \n6th ar\xe2\x80\xa6',"['b', 'rt', 'goldmart_ph', 'goldmartfinds', 'nbts', 'wts', 'lfb', 'n', 'nsummer', 'package', '2018', 'nabv3', 'nsamsung', 'wireless', 'charger', 'nboyfriend', 'set', 'ncold', 'brew', 'set', 'n6th', 'ar', 'xe2', 'x80', 'xa6']",b rt goldmart_ph goldmartfinds nbts wts lfb n nsummer package 2018 nabv3 nsamsung wireless charger nboyfriend set ncold brew set n6th ar xe2 x80 xa6,Neutral
26,2021-03-19 23:56:04,b'RT @taehyungpic: \xf0\x9f\x93\x82 SAMSUNG X #BTS \xf0\x9f\x90\xaf\xf0\x9f\x90\xbb\n\n#\xeb\xb0\xa9\xed\x83\x84\xec\x86\x8c\xeb\x85\x84\xeb\x8b\xa8 #\xeb\xb7\x94 #V #BTSV #TAEHYUNG https://t.co/xAfpBsFRH0',b'rt @taehyungpic: \xf0\x9f\x93\x82 samsung x #bts \xf0\x9f\x90\xaf\xf0\x9f\x90\xbb\n\n#\xeb\xb0\xa9\xed\x83\x84\xec\x86\x8c\xeb\x85\x84\xeb\x8b\xa8 #\xeb\xb7\x94 #v #btsv #taehyung https://t.co/xafpbsfrh0',"['b', 'rt', 'taehyungpic', 'xf0', 'x9f', 'x93', 'x82', 'samsung', 'x', 'bts', 'xf0', 'x9f', 'x90', 'xaf', 'xf0', 'x9f', 'x90', 'xbb', 'n', 'n', 'xeb', 'xb0', 'xa9', 'xed', 'x83', 'x84', 'xec', 'x86', 'x8c', 'xeb', 'x85', 'x84', 'xeb', 'x8b', 'xa8', 'xeb', 'xb7', 'x94', 'v', 'btsv', 'taehyung', 'https', 't', 'co', 'xafpbsfrh0']",b rt taehyungpic xf0 x9f x93 x82 samsung x bts xf0 x9f x90 xaf xf0 x9f x90 xbb n n xeb xb0 xa9 xed x83 x84 xec x86 x8c xeb x85 x84 xeb x8b xa8 xeb xb7 x94 v btsv taehyung http co xafpbsfrh0,Neutral
27,2021-03-19 23:56:00,"b'I just registered my second ""Samsung Notebook Flash Memory 4 GB, Storage 64 GB eMMC, 13.3"""" yesterday! It took Sams\xe2\x80\xa6 https://t.co/atAbrdUMeQ'","b'i just registered my second ""samsung notebook flash memory 4 gb, storage 64 gb emmc, 13.3"""" yesterday! it took sams\xe2\x80\xa6 https://t.co/atabrdumeq'","['b', 'i', 'just', 'registered', 'my', 'second', 'samsung', 'notebook', 'flash', 'memory', '4', 'gb', 'storage', '64', 'gb', 'emmc', '13', '3', 'yesterday', 'it', 'took', 'sams', 'xe2', 'x80', 'xa6', 'https', 't', 'co', 'atabrdumeq']",b registered second samsung notebook flash memory 4 gb storage 64 gb emmc 13 3 yesterday took sam xe2 x80 xa6 http co atabrdumeq,Neutral
28,2021-03-19 23:55:58,b'SAMSUNG GALAXY A52 UNBOXING and GIVEAWAY\xf0\x9f\x94\xa5 https://t.co/Yxrwd9amjM via @YouTube',b'samsung galaxy a52 unboxing and giveaway\xf0\x9f\x94\xa5 https://t.co/yxrwd9amjm via @youtube',"['b', 'samsung', 'galaxy', 'a52', 'unboxing', 'and', 'giveaway', 'xf0', 'x9f', 'x94', 'xa5', 'https', 't', 'co', 'yxrwd9amjm', 'via', 'youtube']",b samsung galaxy a52 unboxing giveaway xf0 x9f x94 xa5 http co yxrwd9amjm via youtube,Neutral
29,2021-03-19 23:55:49,b'RT @goldmart_ph: #GoldMartFinds\nBTS ITEMS TINGI/SET || WTS LFB\n\nSubtilis Photocards \nSamsung Earbuds PC\nMOTS ON:E Postcard Book  \nBaskin Ro\xe2\x80\xa6',b'rt @goldmart_ph: #goldmartfinds\nbts items tingi/set || wts lfb\n\nsubtilis photocards \nsamsung earbuds pc\nmots on:e postcard book  \nbaskin ro\xe2\x80\xa6',"['b', 'rt', 'goldmart_ph', 'goldmartfinds', 'nbts', 'items', 'tingi', 'set', 'wts', 'lfb', 'n', 'nsubtilis', 'photocards', 'nsamsung', 'earbuds', 'pc', 'nmots', 'on', 'e', 'postcard', 'book', 'nbaskin', 'ro', 'xe2', 'x80', 'xa6']",b rt goldmart_ph goldmartfinds nbts item tingi set wts lfb n nsubtilis photocards nsamsung earbuds pc nmots e postcard book nbaskin ro xe2 x80 xa6,Neutral
30,2021-03-19 23:55:45,b'RT @FrecoWang: Finally here comes the new #Giveaway\n\nWIN THESE 16 Samsung Galaxy Note20 Ultra(GIVEAWAY)! https://t.co/aunEtnJhE6 via @YouTu\xe2\x80\xa6',b'rt @frecowang: finally here comes the new #giveaway\n\nwin these 16 samsung galaxy note20 ultra(giveaway)! https://t.co/aunetnjhe6 via @youtu\xe2\x80\xa6',"['b', 'rt', 'frecowang', 'finally', 'here', 'comes', 'the', 'new', 'giveaway', 'n', 'nwin', 'these', '16', 'samsung', 'galaxy', 'note20', 'ultra', 'giveaway', 'https', 't', 'co', 'aunetnjhe6', 'via', 'youtu', 'xe2', 'x80', 'xa6']",b rt frecowang finally come new giveaway n nwin 16 samsung galaxy note20 ultra giveaway http co aunetnjhe6 via youtu xe2 x80 xa6,Positive
31,2021-03-19 23:55:28,"b'@Schnik Hello, Nick. Welcome back to our Samsung social media support. For assistance to this inquiry, we kindly su\xe2\x80\xa6 https://t.co/sq0jlwHIFd'","b'@schnik hello, nick. welcome back to our samsung social media support. for assistance to this inquiry, we kindly su\xe2\x80\xa6 https://t.co/sq0jlwhifd'","['b', 'schnik', 'hello', 'nick', 'welcome', 'back', 'to', 'our', 'samsung', 'social', 'media', 'support', 'for', 'assistance', 'to', 'this', 'inquiry', 'we', 'kindly', 'su', 'xe2', 'x80', 'xa6', 'https', 't', 'co', 'sq0jlwhifd']",b schnik hello nick welcome back samsung social medium support assistance inquiry kindly su xe2 x80 xa6 http co sq0jlwhifd,Positive
